"Month","Species","Area","Transect","Quadrat","Biomass","Hits","hits_s","hits","species","model"
"September","Indiangrass","NET","NET-3",2,35.1,70,2.27812600531608,70,"Indiangrass","Model 2"
"September","Big bluestem","NWT","NWT-1",4,35.4,1,-0.514135436213015,1,"Big bluestem","Model 2"
"September","Little bluestem","NET","NET-3",2,35.4,18,0.173813034888357,18,"Little bluestem","Model 2"
"September","Side oats gramma","NET","NET-3",2,35.7,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"July","Big bluestem","NWT","NWT-1",5,35.8,10,-0.149927422100524,10,"Big bluestem","Model 2"
"September","Side oats gramma","SET","SET-2",3,35.9,1,-0.514135436213015,1,"Side oats gramma","Model 2"
"July","Bergamot","WMT","WMT-3",2,36,80,2.68280157655218,80,"Bergamot","Model 2"
"September","Smooth brome","WMT","WMT-2",3,36.2,0,-0.554602993336625,0,"Smooth brome","Model 2"
"July","Little bluestem","WMT","WMT-2",1,36.4,79,2.64233401942857,79,"Little bluestem","Model 2"
"September","Bergamot","NWT","NWT-2",5,36.5,15,0.0524103635175268,15,"Bergamot","Model 2"
"July","Canada thistle","NET","NET-2",2,36.6,27,0.538021049000848,27,"Canada thistle","Model 2"
"September","Yellow wood sorrel","SWT","SWT-1",4,36.7,41,1.10456684873139,41,"Yellow wood sorrel","Model 2"
"July","Cup plant","WMT","WMT-2",5,36.8,1,-0.514135436213015,1,"Cup plant","Model 2"
"September","Smooth brome","SWT","SWT-1",4,36.9,31,0.699891277495288,31,"Smooth brome","Model 2"
"September","Cup plant","SET","SET-2",6,37.2,12,-0.0689923078533035,12,"Cup plant","Model 2"
"May","Bergamot","WMT","WMT-1",1,37.5,37,0.942696620236949,37,"Bergamot","Model 2"
"September","Bergamot","WMT","WMT-1",2,37.5,21,0.295215706259187,21,"Bergamot","Model 2"
"July","Oxeye sunflower","NET","NET-1",6,37.6,10,-0.149927422100524,10,"Oxeye sunflower","Model 2"
"July","Bergamot","NWT","NWT-3",4,37.7,15,0.0524103635175268,15,"Bergamot","Model 2"
"July","Big bluestem","SET","SET-3",1,37.7,12,-0.0689923078533035,12,"Big bluestem","Model 2"
"July","Big bluestem","NET","NET-2",2,38.3,12,-0.0689923078533035,12,"Big bluestem","Model 2"
"July","Cup plant","NET","NET-3",2,38.4,6,-0.311797650594964,6,"Cup plant","Model 2"
"July","Gray headed coneflower","WMT","WMT-1",5,38.5,10,-0.149927422100524,10,"Grey headed coneflower","Model 2"
"September","Side oats gramma","SET","SET-3",5,38.5,3,-0.433200321965794,3,"Side oats gramma","Model 2"
"September","Smooth brome","MT","MT-1",3,38.6,37,0.942696620236949,37,"Smooth brome","Model 2"
"July","Indiangrass","NWT","NWT-2",6,38.7,22,0.335683263382798,22,"Indiangrass","Model 2"
"September","Indiangrass","NWT","NWT-3",5,38.9,27,0.538021049000848,27,"Indiangrass","Model 2"
"July","Indiangrass","NWT","NWT-1",6,39,4,-0.392732764842184,4,"Indiangrass","Model 2"
"July","Kentucky bluegrass","MT","MT-1",4,39,13,-0.0285247507296934,13,"Kentucky bluegrass","Model 2"
"July","Little bluestem","SET","SET-3",5,39.1,37,0.942696620236949,37,"Little bluestem","Model 2"
"July","Big bluestem","WMT","WMT-3",6,39.4,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Bergamot","NWT","NWT-2",2,39.6,25,0.457085934753628,25,"Bergamot","Model 2"
"July","Little bluestem","SET","SET-2",4,39.8,39,1.02363173448417,39,"Little bluestem","Model 2"
"July","Indiangrass","SWT","SWT-1",4,39.9,28,0.578488606124458,28,"Indiangrass","Model 2"
"September","Indiangrass","NWT","NWT-1",5,40,22,0.335683263382798,22,"Indiangrass","Model 2"
"July","Bergamot","SWT","SWT-3",1,40.3,9,-0.190394979224134,9,"Bergamot","Model 2"
"July","Smooth brome","WMT","WMT-3",6,40.3,104,3.65402294751883,104,"Smooth brome","Model 2"
"July","Switchgrass","SET","SET-1",4,40.3,0,-0.554602993336625,0,"Switchgrass","Model 2"
"September","Indiangrass","NWT","NWT-3",2,40.3,47,1.34737219147305,47,"Indiangrass","Model 2"
"July","Little bluestem","NWT","NWT-2",3,40.4,83,2.80420424792301,83,"Little bluestem","Model 2"
"September","Little bluestem","SET","SET-3",5,40.5,27,0.538021049000848,27,"Little bluestem","Model 2"
"July","Indiangrass","NET","NET-1",3,40.7,21,0.295215706259187,21,"Indiangrass","Model 2"
"July","Big bluestem","NET","NET-1",3,40.9,3,-0.433200321965794,3,"Big bluestem","Model 2"
"September","Smooth brome","MT","MT-3",2,41.1,3,-0.433200321965794,3,"Smooth brome","Model 2"
"July","Big bluestem","WMT","WMT-2",6,41.4,78,2.60186646230496,78,"Big bluestem","Model 2"
"July","Indiangrass","NWT","NWT-2",5,41.4,7,-0.271330093471354,7,"Indiangrass","Model 2"
"July","Bull thistle","MT","MT-2",1,41.6,3,-0.433200321965794,3,"Bull thistle","Model 2"
"July","Smooth brome","MT","MT-3",3,41.6,6,-0.311797650594964,6,"Smooth brome","Model 2"
"September","Little bluestem","SET","SET-2",4,41.6,79,2.64233401942857,79,"Little bluestem","Model 2"
"September","Prickly lettuce","SET","SET-1",6,41.7,8,-0.230862536347744,8,"Prickly lettuce","Model 2"
"September","Big bluestem","NET","NET-3",2,42,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Sweet clover","NET","NET-3",5,42,61,1.91391799120359,61,"Sweet clover","Model 2"
"July","Bergamot","NET","NET-3",1,42.1,13,-0.0285247507296934,13,"Bergamot","Model 2"
"September","Big bluestem","SET","SET-1",4,42.1,8,-0.230862536347744,8,"Big bluestem","Model 2"
"July","Bergamot","NET","NET-2",1,42.2,22,0.335683263382798,22,"Bergamot","Model 2"
"July","Little bluestem","MT","MT-3",3,42.2,107,3.77542561888966,107,"Little bluestem","Model 2"
"July","Bergamot","WMT","WMT-1",2,42.3,40,1.06409929160778,40,"Bergamot","Model 2"
"July","Field bindweed","MT","MT-3",1,42.5,34,0.821293948866119,34,"Field bindweed","Model 2"
"September","Big bluestem","WMT","WMT-1",4,42.7,26,0.497553491877238,26,"Big bluestem","Model 2"
"July","Big bluestem","NET","NET-3",1,43.3,25,0.457085934753628,25,"Big bluestem","Model 2"
"September","Little bluestem","SET","SET-2",2,43.4,49,1.42830730572027,49,"Little bluestem","Model 2"
"September","Side oats gramma","MT","MT-3",6,43.4,26,0.497553491877238,26,"Side oats gramma","Model 2"
"July","Bergamot","SWT","SWT-1",5,43.6,48,1.38783974859666,48,"Bergamot","Model 2"
"July","Little bluestem","WMT","WMT-2",3,44,82,2.7637366907994,82,"Little bluestem","Model 2"
"September","Stiff sunflower","SET","SET-2",3,44.5,27,0.538021049000848,27,"Stiff sunflower","Model 2"
"July","Stiff goldenrod","NWT","NWT-3",5,44.9,5,-0.352265207718574,5,"Stiff leaf goldenrod","Model 2"
"July","Stiff goldenrod","NWT","NWT-1",3,45.4,11,-0.109459864976914,11,"Stiff leaf goldenrod","Model 2"
"September","Indiangrass","NET","NET-3",4,45.4,31,0.699891277495288,31,"Indiangrass","Model 2"
"July","Little bluestem","SWT","SWT-1",6,45.5,66,2.11625577682164,66,"Little bluestem","Model 2"
"September","Bergamot","NWT","NWT-1",1,45.6,13,-0.0285247507296934,13,"Bergamot","Model 2"
"September","Side oats gramma","SWT","SWT-2",3,45.6,1,-0.514135436213015,1,"Side oats gramma","Model 2"
"September","Bergamot","SWT","SWT-2",2,45.8,12,-0.0689923078533035,12,"Bergamot","Model 2"
"May","Smooth brome","MT","MT-1",3,46,40,1.06409929160778,40,"Smooth brome","Model 2"
"September","Indiangrass","WMT","WMT-3",4,46.1,1,-0.514135436213015,1,"Indiangrass","Model 2"
"September","Smooth brome","NWT","NWT-1",1,46.2,0,-0.554602993336625,0,"Smooth brome","Model 2"
"September","Little bluestem","SET","SET-2",3,46.6,17,0.133345477764747,17,"Little bluestem","Model 2"
"July","Gray headed coneflower","WMT","WMT-2",5,46.9,24,0.416618377630018,24,"Grey headed coneflower","Model 2"
"July","Stiff goldenrod","WMT","WMT-2",5,46.9,8,-0.230862536347744,8,"Stiff leaf goldenrod","Model 2"
"September","Little bluestem","NET","NET-3",4,47.4,28,0.578488606124458,28,"Little bluestem","Model 2"
"July","Cup plant","SET","SET-1",5,47.6,21,0.295215706259187,21,"Cup plant","Model 2"
"July","Stiff goldenrod","NET","NET-2",1,47.6,12,-0.0689923078533035,12,"Stiff leaf goldenrod","Model 2"
"September","Side oats gramma","WMT","WMT-2",6,47.6,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"July","Smooth brome","WMT","WMT-1",6,47.8,47,1.34737219147305,47,"Smooth brome","Model 2"
"May","Smooth brome","MT","MT-3",5,48.1,24,0.416618377630018,24,"Smooth brome","Model 2"
"September","Indiangrass","NWT","NWT-1",4,48.1,29,0.618956163248068,29,"Indiangrass","Model 2"
"July","Sweet clover","MT","MT-3",5,48.4,93,3.20887981915911,93,"Sweet clover","Model 2"
"July","Little bluestem","SWT","SWT-1",4,48.6,52,1.5497099770911,52,"Little bluestem","Model 2"
"July","Indiangrass","SWT","SWT-1",6,48.8,15,0.0524103635175268,15,"Indiangrass","Model 2"
"July","Gray headed coneflower","NET","NET-1",5,49,3,-0.433200321965794,3,"Grey headed coneflower","Model 2"
"September","Smooth brome","SWT","SWT-3",4,49.4,17,0.133345477764747,17,"Smooth brome","Model 2"
"July","Side oats gramma","SWT","SWT-1",3,49.5,43,1.18550196297861,43,"Side oats gramma","Model 2"
"September","Big bluestem","WMT","WMT-2",1,49.6,17,0.133345477764747,17,"Big bluestem","Model 2"
"July","Kentucky bluegrass","MT","MT-1",2,49.7,36,0.902229063113339,36,"Kentucky bluegrass","Model 2"
"July","Bergamot","NET","NET-3",6,49.8,8,-0.230862536347744,8,"Bergamot","Model 2"
"July","Gray headed coneflower","WMT","WMT-2",4,50.1,5,-0.352265207718574,5,"Grey headed coneflower","Model 2"
"July","Stiff goldenrod","NWT","NWT-3",6,50.1,3,-0.433200321965794,3,"Stiff leaf goldenrod","Model 2"
"September","Yellow wood sorrel","SWT","SWT-3",2,50.2,19,0.214280592011967,19,"Yellow wood sorrel","Model 2"
"July","Bergamot","SET","SET-1",3,50.4,26,0.497553491877238,26,"Bergamot","Model 2"
"September","Indiangrass","NWT","NWT-2",6,50.9,24,0.416618377630018,24,"Indiangrass","Model 2"
"July","Side oats gramma","MT","MT-3",3,51.2,1,-0.514135436213015,1,"Side oats gramma","Model 2"
"July","Side oats gramma","MT","MT-3",5,51.5,13,-0.0285247507296934,13,"Side oats gramma","Model 2"
"September","Stiff goldenrod","NET","NET-1",5,51.5,20,0.254748149135577,20,"Stiff leaf goldenrod","Model 2"
"September","Stiff goldenrod","SWT","SWT-3",2,51.7,6,-0.311797650594964,6,"Stiff leaf goldenrod","Model 2"
"July","Indiangrass","NWT","NWT-3",3,52.1,19,0.214280592011967,19,"Indiangrass","Model 2"
"May","Sweet clover","WMT","WMT-2",2,52.4,37,0.942696620236949,37,"Sweet clover","Model 2"
"September","Bergamot","SET","SET-1",2,53,16,0.0928779206411369,16,"Bergamot","Model 2"
"September","Indiangrass","NWT","NWT-1",3,53,18,0.173813034888357,18,"Indiangrass","Model 2"
"September","Indiangrass","NWT","NWT-3",6,53,34,0.821293948866119,34,"Indiangrass","Model 2"
"September","Kentucky bluegrass","MT","MT-1",1,53.1,0,-0.554602993336625,0,"Kentucky bluegrass","Model 2"
"September","Side oats gramma","SWT","SWT-2",5,53.1,15,0.0524103635175268,15,"Side oats gramma","Model 2"
"July","Bergamot","WMT","WMT-1",3,53.2,19,0.214280592011967,19,"Bergamot","Model 2"
"July","Indiangrass","WMT","WMT-2",5,53.3,62,1.9543855483272,62,"Indiangrass","Model 2"
"September","Indiangrass","NWT","NWT-3",4,53.3,33,0.780826391742509,33,"Indiangrass","Model 2"
"July","Indiangrass","NWT","NWT-3",1,53.4,30,0.659423720371678,30,"Indiangrass","Model 2"
"September","Smooth brome","MT","MT-1",4,53.4,65,2.07578821969803,65,"Smooth brome","Model 2"
"July","Bergamot","SWT","SWT-2",5,53.9,55,1.67111264846193,55,"Bergamot","Model 2"
"July","Indiangrass","SWT","SWT-1",5,54,32,0.740358834618899,32,"Indiangrass","Model 2"
"July","Indiangrass","NET","NET-3",6,54.1,19,0.214280592011967,19,"Indiangrass","Model 2"
"September","Cup plant","SET","SET-2",5,54.3,12,-0.0689923078533035,12,"Cup plant","Model 2"
"September","Missouri goldenrodf","MT","MT-3",6,54.7,17,0.133345477764747,17,"Missouri goldenrodf","Model 2"
"September","Smooth brome","SWT","SWT-1",5,54.9,48,1.38783974859666,48,"Smooth brome","Model 2"
"July","Big bluestem","SET","SET-2",2,55.8,6,-0.311797650594964,6,"Big bluestem","Model 2"
"July","Gray headed coneflower","NET","NET-1",3,55.9,12,-0.0689923078533035,12,"Grey headed coneflower","Model 2"
"September","Indiangrass","NWT","NWT-2",5,56.3,13,-0.0285247507296934,13,"Indiangrass","Model 2"
"September","Indiangrass","NET","NET-1",2,56.4,81,2.72326913367579,81,"Indiangrass","Model 2"
"September","Indiangrass","SWT","SWT-2",6,56.4,20,0.254748149135577,20,"Indiangrass","Model 2"
"May","Sweet clover","NET","NET-3",5,56.7,38,0.983164177360559,38,"Sweet clover","Model 2"
"September","Little bluestem","NWT","NWT-2",6,56.7,7,-0.271330093471354,7,"Little bluestem","Model 2"
"July","Smooth brome","MT","MT-3",1,56.8,68,2.19719089106886,68,"Smooth brome","Model 2"
"September","Stiff goldenrod","NWT","NWT-2",6,57.2,8,-0.230862536347744,8,"Stiff leaf goldenrod","Model 2"
"September","Smooth brome","MT","MT-3",1,57.4,38,0.983164177360559,38,"Smooth brome","Model 2"
"May","Smooth brome","WMT","WMT-3",4,57.5,35,0.861761505989729,35,"Smooth brome","Model 2"
"September","Indiangrass","NET","NET-3",3,57.9,24,0.416618377630018,24,"Indiangrass","Model 2"
"July","Big bluestem","NWT","NWT-3",5,58.2,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Indiangrass","NET","NET-2",1,58.2,58,1.79251531983276,58,"Indiangrass","Model 2"
"September","Panicle aster","SET","SET-1",2,58.3,13,-0.0285247507296934,13,"Panicle aster","Model 2"
"July","Gray headed coneflower","NET","NET-1",6,58.5,15,0.0524103635175268,15,"Grey headed coneflower","Model 2"
"July","Indiangrass","NWT","NWT-1",4,59.3,33,0.780826391742509,33,"Indiangrass","Model 2"
"September","Stiff sunflower","SET","SET-3",5,59.7,22,0.335683263382798,22,"Stiff sunflower","Model 2"
"September","Smooth brome","SWT","SWT-1",2,59.8,36,0.902229063113339,36,"Smooth brome","Model 2"
"September","Cup plant","NET","NET-1",2,60,11,-0.109459864976914,11,"Cup plant","Model 2"
"September","Smooth brome","SWT","SWT-3",1,60,35,0.861761505989729,35,"Smooth brome","Model 2"
"July","Bergamot","NET","NET-3",3,60.2,35,0.861761505989729,35,"Bergamot","Model 2"
"July","Indiangrass","SET","SET-2",6,60.5,29,0.618956163248068,29,"Indiangrass","Model 2"
"July","Indiangrass","NWT","NWT-2",2,60.7,21,0.295215706259187,21,"Indiangrass","Model 2"
"July","Sweet clover","NET","NET-3",5,60.8,7,-0.271330093471354,7,"Sweet clover","Model 2"
"July","Bergamot","NWT","NWT-2",5,60.9,27,0.538021049000848,27,"Bergamot","Model 2"
"September","Little bluestem","MT","MT-3",5,60.9,25,0.457085934753628,25,"Little bluestem","Model 2"
"July","Side oats gramma","MT","MT-3",4,61,30,0.659423720371678,30,"Side oats gramma","Model 2"
"September","Bergamot","NWT","NWT-1",2,61,27,0.538021049000848,27,"Bergamot","Model 2"
"July","Gray headed coneflower","SET","SET-3",3,62.3,48,1.38783974859666,48,"Grey headed coneflower","Model 2"
"September","Little bluestem","NWT","NWT-1",5,62.6,18,0.173813034888357,18,"Little bluestem","Model 2"
"July","Gray headed coneflower","SET","SET-1",2,62.7,32,0.740358834618899,32,"Grey headed coneflower","Model 2"
"July","Indiangrass","SET","SET-1",5,63.9,41,1.10456684873139,41,"Indiangrass","Model 2"
"September","Bergamot","SET","SET-3",6,64,24,0.416618377630018,24,"Bergamot","Model 2"
"September","Sweet clover","MT","MT-1",5,64,18,0.173813034888357,18,"Sweet clover","Model 2"
"July","Smooth brome","MT","MT-1",5,64.2,51,1.50924241996749,51,"Smooth brome","Model 2"
"July","Indiangrass","SET","SET-1",6,64.4,47,1.34737219147305,47,"Indiangrass","Model 2"
"July","Bergamot","SWT","SWT-2",3,64.5,56,1.71158020558554,56,"Bergamot","Model 2"
"September","Side oats gramma","MT","MT-3",5,64.6,11,-0.109459864976914,11,"Side oats gramma","Model 2"
"September","Little bluestem","WMT","WMT-1",4,64.7,12,-0.0689923078533035,12,"Little bluestem","Model 2"
"September","Indiangrass","WMT","WMT-2",2,65.3,4,-0.392732764842184,4,"Indiangrass","Model 2"
"September","Side oats gramma","SWT","SWT-1",6,65.6,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Indiangrass","WMT","WMT-2",1,65.8,4,-0.392732764842184,4,"Indiangrass","Model 2"
"September","Smooth brome","MT","MT-1",1,65.8,57,1.75204776270915,57,"Smooth brome","Model 2"
"September","Big bluestem","NET","NET-1",3,66.1,3,-0.433200321965794,3,"Big bluestem","Model 2"
"September","Side oats gramma","SWT","SWT-3",5,66.2,13,-0.0285247507296934,13,"Side oats gramma","Model 2"
"September","Big bluestem","MT","MT-1",5,66.7,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Big bluestem","SET","SET-2",6,66.7,32,0.740358834618899,32,"Big bluestem","Model 2"
"September","Yellow foxtail","SET","SET-2",6,66.7,0,-0.554602993336625,0,"Yellow foxtail","Model 2"
"September","Big bluestem","NET","NET-2",5,66.8,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Bergamot","SWT","SWT-3",2,67.2,43,1.18550196297861,43,"Bergamot","Model 2"
"September","Little bluestem","SET","SET-1",4,67.6,30,0.659423720371678,30,"Little bluestem","Model 2"
"July","Bergamot","NET","NET-1",5,67.7,18,0.173813034888357,18,"Bergamot","Model 2"
"May","Sweet clover","NET","NET-2",2,68.3,29,0.618956163248068,29,"Sweet clover","Model 2"
"July","Indiangrass","WMT","WMT-3",3,68.6,0,-0.554602993336625,0,"Indiangrass","Model 2"
"September","Stiff goldenrod","NWT","NWT-1",3,68.8,4,-0.392732764842184,4,"Stiff leaf goldenrod","Model 2"
"July","Sweet clover","NET","NET-3",6,69.6,76,2.52093134805774,76,"Sweet clover","Model 2"
"September","Stiff goldenrod","NWT","NWT-2",5,69.8,17,0.133345477764747,17,"Stiff leaf goldenrod","Model 2"
"September","Smooth brome","SWT","SWT-3",2,70.2,40,1.06409929160778,40,"Smooth brome","Model 2"
"May","Smooth brome","WMT","WMT-1",5,70.3,40,1.06409929160778,40,"Smooth brome","Model 2"
"July","Indiangrass","NWT","NWT-3",4,70.3,25,0.457085934753628,25,"Indiangrass","Model 2"
"September","Smooth brome","SWT","SWT-1",1,70.9,0,-0.554602993336625,0,"Smooth brome","Model 2"
"July","Stiff goldenrod","NWT","NWT-3",4,71.1,11,-0.109459864976914,11,"Stiff leaf goldenrod","Model 2"
"September","Side oats gramma","SWT","SWT-2",6,71.1,61,1.91391799120359,61,"Side oats gramma","Model 2"
"September","Side oats gramma","WMT","WMT-1",4,71.2,2,-0.473667879089405,2,"Side oats gramma","Model 2"
"September","Bergamot","NWT","NWT-3",6,71.6,35,0.861761505989729,35,"Bergamot","Model 2"
"September","Bergamot","SWT","SWT-3",1,71.7,22,0.335683263382798,22,"Bergamot","Model 2"
"September","Side oats gramma","SET","SET-1",5,72.2,7,-0.271330093471354,7,"Side oats gramma","Model 2"
"September","Smooth brome","MT","MT-3",3,72.2,60,1.87345043407998,60,"Smooth brome","Model 2"
"September","Big bluestem","NET","NET-1",4,72.5,25,0.457085934753628,25,"Big bluestem","Model 2"
"July","Bergamot","NWT","NWT-3",6,73.2,31,0.699891277495288,31,"Bergamot","Model 2"
"July","Cup plant","SET","SET-1",1,73.3,42,1.145034405855,42,"Cup plant","Model 2"
"July","Indiangrass","NWT","NWT-2",3,73.4,24,0.416618377630018,24,"Indiangrass","Model 2"
"May","Smooth brome","MT","MT-1",1,73.7,64,2.03532066257442,64,"Smooth brome","Model 2"
"September","Indiangrass","WMT","WMT-1",2,73.7,12,-0.0689923078533035,12,"Indiangrass","Model 2"
"July","Indiangrass","NWT","NWT-3",2,73.9,19,0.214280592011967,19,"Indiangrass","Model 2"
"July","Stiff goldenrod","SET","SET-3",3,74.2,11,-0.109459864976914,11,"Stiff leaf goldenrod","Model 2"
"September","Side oats gramma","SWT","SWT-3",6,74.2,16,0.0928779206411369,16,"Side oats gramma","Model 2"
"September","Bergamot","NWT","NWT-3",5,74.8,31,0.699891277495288,31,"Bergamot","Model 2"
"July","Gray headed coneflower","NET","NET-3",3,74.9,18,0.173813034888357,18,"Grey headed coneflower","Model 2"
"July","Sweet clover","MT","MT-3",4,75.2,62,1.9543855483272,62,"Sweet clover","Model 2"
"July","Canada wildrye","NET","NET-1",6,75.3,41,1.10456684873139,41,"Canada wildrye","Model 2"
"July","Indiangrass","SET","SET-2",4,75.4,23,0.376150820506408,23,"Indiangrass","Model 2"
"May","Smooth brome","WMT","WMT-3",5,75.7,53,1.59017753421471,53,"Smooth brome","Model 2"
"July","Bergamot","WMT","WMT-3",6,75.7,34,0.821293948866119,34,"Bergamot","Model 2"
"July","Switchgrass","NWT","NWT-1",3,77,0,-0.554602993336625,0,"Switchgrass","Model 2"
"September","Indiangrass","NWT","NWT-1",2,77.3,31,0.699891277495288,31,"Indiangrass","Model 2"
"September","Indiangrass","NET","NET-2",3,78,44,1.22596952010222,44,"Indiangrass","Model 2"
"September","Little bluestem","SET","SET-1",5,78.4,72,2.3590611195633,72,"Little bluestem","Model 2"
"September","Yellow foxtail","NET","NET-2",6,78.7,0,-0.554602993336625,0,"Yellow foxtail","Model 2"
"July","Gray headed coneflower","WMT","WMT-2",2,78.8,15,0.0524103635175268,15,"Grey headed coneflower","Model 2"
"July","Indiangrass","SET","SET-2",5,78.9,41,1.10456684873139,41,"Indiangrass","Model 2"
"July","Indiangrass","SET","SET-2",2,79.4,47,1.34737219147305,47,"Indiangrass","Model 2"
"July","Cup plant","SET","SET-2",5,79.5,4,-0.392732764842184,4,"Cup plant","Model 2"
"July","Indiangrass","SET","SET-3",2,79.7,27,0.538021049000848,27,"Indiangrass","Model 2"
"July","Big bluestem","WMT","WMT-1",3,80.3,27,0.538021049000848,27,"Big bluestem","Model 2"
"July","Big bluestem","WMT","WMT-3",1,80.3,21,0.295215706259187,21,"Big bluestem","Model 2"
"September","Smooth brome","MT","MT-1",2,80.3,59,1.83298287695637,59,"Smooth brome","Model 2"
"July","Prickly lettuce","NET","NET-2",3,80.5,7,-0.271330093471354,7,"Prickly lettuce","Model 2"
"July","Stiff goldenrod","SWT","SWT-3",2,80.5,7,-0.271330093471354,7,"Stiff leaf goldenrod","Model 2"
"July","Indiangrass","SWT","SWT-2",3,80.6,45,1.26643707722583,45,"Indiangrass","Model 2"
"July","Bergamot","NWT","NWT-1",2,80.8,46,1.30690463434944,46,"Bergamot","Model 2"
"July","Indiangrass","NWT","NWT-3",5,81.7,13,-0.0285247507296934,13,"Indiangrass","Model 2"
"September","Indiangrass","NWT","NWT-1",1,82.2,26,0.497553491877238,26,"Indiangrass","Model 2"
"July","Canada thistle","NET","NET-2",3,82.4,6,-0.311797650594964,6,"Canada thistle","Model 2"
"July","Sweet clover","MT","MT-1",4,82.5,37,0.942696620236949,37,"Sweet clover","Model 2"
"September","Bergamot","NET","NET-2",2,82.6,69,2.23765844819247,69,"Bergamot","Model 2"
"July","Stiff goldenrod","NWT","NWT-2",3,83.1,6,-0.311797650594964,6,"Stiff leaf goldenrod","Model 2"
"September","Indiangrass","SWT","SWT-3",6,83.5,36,0.902229063113339,36,"Indiangrass","Model 2"
"July","Cup plant","SET","SET-2",4,84.3,6,-0.311797650594964,6,"Cup plant","Model 2"
"September","Sweet clover","WMT","WMT-1",5,85.3,30,0.659423720371678,30,"Sweet clover","Model 2"
"September","Oxeye sunflower","SET","SET-1",4,85.4,9,-0.190394979224134,9,"Oxeye sunflower","Model 2"
"May","Big bluestem","MT","MT-2",1,86.6,51,1.50924241996749,51,"Big bluestem","Model 2"
"September","Stiff goldenrod","NET","NET-2",5,86.7,10,-0.149927422100524,10,"Stiff leaf goldenrod","Model 2"
"September","Little bluestem","WMT","WMT-2",6,86.9,83,2.80420424792301,83,"Little bluestem","Model 2"
"July","Bergamot","NET","NET-3",4,87.1,39,1.02363173448417,39,"Bergamot","Model 2"
"July","Indiangrass","SWT","SWT-2",2,87.3,79,2.64233401942857,79,"Indiangrass","Model 2"
"May","Smooth brome","WMT","WMT-2",2,87.8,1,-0.514135436213015,1,"Smooth brome","Model 2"
"September","Bergamot","NWT","NWT-1",3,87.8,16,0.0928779206411369,16,"Bergamot","Model 2"
"May","Smooth brome","MT","MT-1",6,88,78,2.60186646230496,78,"Smooth brome","Model 2"
"September","Stiff goldenrod","NWT","NWT-2",1,88,14,0.0119428063939167,14,"Stiff leaf goldenrod","Model 2"
"July","Cinquifoil","SET","SET-1",3,88.1,44,1.22596952010222,44,"Cinquifoil","Model 2"
"September","Smooth brome","WMT","WMT-1",6,88.3,58,1.79251531983276,58,"Smooth brome","Model 2"
"September","Bergamot","NWT","NWT-3",4,88.7,19,0.214280592011967,19,"Bergamot","Model 2"
"July","Big bluestem","NET","NET-1",2,89.3,57,1.75204776270915,57,"Big bluestem","Model 2"
"September","Cup plant","WMT","WMT-1",3,89.3,12,-0.0689923078533035,12,"Cup plant","Model 2"
"July","Smooth brome","MT","MT-3",2,90,84,2.84467180504662,84,"Smooth brome","Model 2"
"September","Indiangrass","NET","NET-2",5,90.1,32,0.740358834618899,32,"Indiangrass","Model 2"
"September","Indiangrass","SET","SET-1",6,90.1,47,1.34737219147305,47,"Indiangrass","Model 2"
"September","Little bluestem","NET","NET-3",3,90.1,42,1.145034405855,42,"Little bluestem","Model 2"
"September","Indiangrass","WMT","WMT-2",3,91.1,88,3.00654203354106,88,"Indiangrass","Model 2"
"July","Gray headed coneflower","NET","NET-3",2,91.3,7,-0.271330093471354,7,"Grey headed coneflower","Model 2"
"September","Little bluestem","NWT","NWT-3",4,92,25,0.457085934753628,25,"Little bluestem","Model 2"
"September","Stiff goldenrod","NWT","NWT-1",5,92.4,7,-0.271330093471354,7,"Stiff leaf goldenrod","Model 2"
"July","Smooth brome","SWT","SWT-2",6,94.2,35,0.861761505989729,35,"Smooth brome","Model 2"
"July","Cup plant","SWT","SWT-3",2,94.3,50,1.46877486284388,50,"Cup plant","Model 2"
"September","Big bluestem","SWT","SWT-2",4,94.4,20,0.254748149135577,20,"Big bluestem","Model 2"
"September","Sweet clover","NET","NET-1",6,95.1,17,0.133345477764747,17,"Sweet clover","Model 2"
"September","Indiangrass","MT","MT-3",4,95.5,16,0.0928779206411369,16,"Indiangrass","Model 2"
"September","Smooth brome","MT","MT-2",1,95.6,59,1.83298287695637,59,"Smooth brome","Model 2"
"September","Bergamot","WMT","WMT-1",3,96.2,34,0.821293948866119,34,"Bergamot","Model 2"
"July","Stiff goldenrod","NWT","NWT-3",1,96.4,11,-0.109459864976914,11,"Stiff leaf goldenrod","Model 2"
"September","Little bluestem","SET","SET-1",6,98.1,63,1.99485310545081,63,"Little bluestem","Model 2"
"September","Indiangrass","SWT","SWT-2",4,98.2,30,0.659423720371678,30,"Indiangrass","Model 2"
"July","Indiangrass","NWT","NWT-2",4,100.6,2,-0.473667879089405,2,"Indiangrass","Model 2"
"September","Indiangrass","SWT","SWT-2",3,101.5,35,0.861761505989729,35,"Indiangrass","Model 2"
